id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
EDHD319,Selected Topics in Human Development,,202501,"Education, Human Development",Undergrad,0,,0,0,0,0
BMSO778R,"Special Topics in Business; Name, Image, and Likeness",,202501,Online Business MS Programs,Grad,1,Stephen Sclafani,30,30,0,0
BMSO758F,Special Topics in Business; Financial Analytics,,202501,Online Business MS Programs,Grad,1,Harish Neelakandan,43,43,0,0
BMSO778G,Special Topics in Business; Strategic Management,,202501,Online Business MS Programs,Grad,1,Anil Gupta,30,30,0,0
BMSO778J,Special Topics in Business; Creative Problem Solving for Leaders,,202501,Online Business MS Programs,Grad,1,Oliver Schlake,30,30,0,0
BMSO758R,Special Topics in Business; Introduction to Supply Chain Analytics,,202501,Online Business MS Programs,Grad,1,Philip Evers,43,43,0,0
BMSO603,Data Mining and Predictive Analytics,"Prerequisite: Permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in an online Business Master of Science program; or permission of BMGT-Robert H. Smith School of Business.",202501,Online Business MS Programs,Grad,1,Kislaya Prasad,21,21,0,0
BMSO758T,Special Topics in Business; Enterprise Cloud Computing and Advanced Technologies,,202501,Online Business MS Programs,Grad,1,Bharti Motwani,43,43,0,0
BMSO758A,Special Topics in Business; Social Media and Web Analytics,,202501,Online Business MS Programs,Grad,1,Michael Trusov,43,43,0,0
BMSO602,Decision Analytics,"Prerequisite: Permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in an online Business Master of Science program; or permission of BMGT-Robert H. Smith School of Business.",202501,Online Business MS Programs,Grad,1,Suresh Acharya,21,21,0,0
BMSO778O,Special Topics in Business; Organizational Change,,202501,Online Business MS Programs,Grad,1,Instructor: TBA,30,30,0,0
BMSO758N,Special Topics in Business; Introduction to Financial Accounting,,202501,Online Business MS Programs,Grad,1,Emanuel Zur,43,43,0,0
BMSO601,Database Management Systems,"Prerequisite: Permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in an online Business Master of Science program; or permission of BMGT-Robert H. Smith School of Business.",202501,Online Business MS Programs,Grad,1,John Bono,21,21,0,1
BMSO778B,Special Topics in Business; Digital Transformation in Business,,202501,Online Business MS Programs,Grad,1,Jui Ramaprasad,30,30,0,0
BMSO600,"Data, Models and Decisions","Prerequisite: Permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in an online Business Master of Science program; or permission of BMGT-Robert H. Smith School of Business.",202501,Online Business MS Programs,Grad,1,Maria Bardossy,21,21,0,0
BMSO778E,Special Topics in Business; Experiential Learning II,,202501,Online Business MS Programs,Grad,1,Roy Thomason,30,30,0,0
BMSO758Q,Special Topics in Business; Big Data and Artificial Intelligence for Business,,202501,Online Business MS Programs,Grad,1,Kunpeng Zhang,43,43,0,0
BMSO778P,Special Topics in Business; Managerial Economics and Public Policy,,202501,Online Business MS Programs,Grad,1,Jon Crocker,30,30,0,1
ARSC301,Leading People and Effective Communication II,"Corequisite: AFROTC cadets must also register for ARSC059; or permission of UGST-AFROTC-Air Science.
Restriction: Junior standing or higher.",202501,Air Science,Undergrad,2,Steven Cicchetto,65,65,0,0
ARSC101,Heritage and Values II,Corequisite: AFROTC cadets must also register for ARSC059.,202501,Air Science,Undergrad,4,Nathan Rabe,140,140,0,0
ARSC059,Air Force Officer Lab,"Restriction: Must be an AFROTC cadet. Repeatable to 10 credits if content differs.

Additional information: This course does not carry any credit toward any any degree at the University.",202501,Air Science,Undergrad,1,Steven Cicchetto; Nathan Rabe; Desirae Martins,250,250,0,0
ARSC201,Team and Leadership Fundamentals II,Corequisite: AFROTC cadets must also register for ARSC059.,202501,Air Science,Undergrad,3,Desirae Martins,120,120,0,0
ARSC401,National Security and Preparation for Active Duty II,"Prerequisite: ARSC300 or ARSC301; or permission of UGST-AFROTC-Air Science.
Corequisite: ARSC059; or permission of UGST-AFROTC-Air Science.
Restriction: Senior standing.",202501,Air Science,Undergrad,2,Blake Harness,45,45,0,0
HACS208Z,Methods for Solving (And not Solving) Puzzles,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program.,202501,ACES-Cybersecurity,Undergrad,1,Zulema Belyeu,26,26,0,1
HACS201,Introduction to UNIX,"Restriction: Must be a first-year student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program.
Credit only granted for: HACS201 or CMSC216.
Additional information: Required course for students who have not completed the ACES Living-Learning Program or taken CMSC216.",202501,ACES-Cybersecurity,Undergrad,1,Bertrand Sobesto,26,26,0,0
HACS208E,Introduction to Reverse Engineering,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program.,202501,ACES-Cybersecurity,Undergrad,1,Ian Serbin,26,26,0,0
HACS498,Cybersecurity Group Problem Solving,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and permission of UGST-HCOL- ACES Cybersecurity Program.,202501,ACES-Cybersecurity,Undergrad,2,Neal Ziring; Instructor: TBA,18,18,0,2
HACS208P,"Beyond Technology, the Policy Implications of Cyberspace",Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program.,202501,ACES-Cybersecurity,Undergrad,1,Devin Entrikin,26,26,0,0
HACS208I,Security Incident Handling and Management,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program.,202501,ACES-Cybersecurity,Undergrad,1,Instructor: TBA,26,26,0,1
HACS318A,Cybersecurity Professionals Colloquium Series; Current Issues,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program,202501,ACES-Cybersecurity,Undergrad,1,Lindsey Schrott,75,75,0,0
HACS408T,Penetration Testing,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program.,202501,ACES-Cybersecurity,Undergrad,1,Kevin Bock,26,26,0,0
HACS479,Undergraduate Research in Cybersecurity,,202501,ACES-Cybersecurity,Undergrad,0,,0,0,0,0
HACS101,Applied Cybersecurity Foundations,"Prerequisite: Minimum grade of C- in HACS100.
Restriction: Must be a second-semester student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program.",202501,ACES-Cybersecurity,Undergrad,2,Michel Cukier,70,70,0,0
HACS287,Undergraduate Research in Cybersecurity,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program; and permission of UGST-HCOL-ACES Cybersecurity Program.,202501,ACES-Cybersecurity,Undergrad,0,,0,0,0,0
HACS497,Cybersecurity Experience Reflection,"Prerequisite: Students may enroll concurrently with or after completing a cybersecurity related internship experience of at least 135 hours.
Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and must not have taken HACS297.
Credit only granted for: HACS297 or HACS497.",202501,ACES-Cybersecurity,Undergrad,1,Cassie Harrington,25,25,0,0
HACS408V,Data Analysis and Visualization for Cybersecurity,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program.,202501,ACES-Cybersecurity,Undergrad,1,Edward Condon,26,26,0,0
HACS408C,Interpersonal Cyber Communications,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program.,202501,ACES-Cybersecurity,Undergrad,1,Fielding Montgomery,26,26,0,0
HACS202,Group Project in Cybersecurity,"Restriction: Must be a first-year student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and cannot have been an ACES Living-Learning Program student (i.e., have taken HACS100, HACS101 and HACS200).",202501,ACES-Cybersecurity,Undergrad,1,Bertrand Sobesto,52,52,0,0
HACS408P,Advanced Seminar in Cybersecurity; Project Management for IT Professionals,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program.,202501,ACES-Cybersecurity,Undergrad,1,Firoozeh Rahimian,26,26,0,0
HACS297,Cybersecurity Experience Reflection,Restriction: Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Living-Learning Program; and permission of UGST-HCOL-ACES Cybersecurity Program.,202501,ACES-Cybersecurity,Undergrad,1,Sarah Herberger,25,25,0,0
JAPN325,Modern Japanese Literature and Film (In Translation),"Explores and questions the significance of some of modern Japan's most dynamic historical transformations, pressing social issues, and modes of cultural expression. Covers the Meiji period (1868-1912) to the 21st century.",202501,Japanese,Undergrad,1,Michele Mason,24,24,0,0
JAPN407,The Art of Translation,"Prerequisite: 1 course with a minimum grade of C- from (JAPN401, JAPN402); or students who have taken courses with comparable content may contact the department.",202501,Japanese,Undergrad,1,Michele Mason,15,15,0,0
JAPN438P,Topics in Japanese Pragmatics; Speech Acts and (Im)politeness in Japanese,"Restricted to Japanese majors and minors.

Familiarizes students with fundamental topics in the field of linguistic pragmatics (the study of language use in context) such as deixis and indexicality, reference and inference, speech act theory, and (im)politeness. Readings, class discussions, and homework assignments will initially introduce basic concepts through English examples, and then apply them to Japanese. (All readings are in English; many readings will have illustrative examples in romanized Japanese.) As students develop an understanding of these concepts, we will also discuss a range of speech acts (e.g., apologies, requests, invitations, and refusals) and their realizations in Japanese. Special attention will be paid to situational variables that can impact interlocutors' selection and interpretation of speech act realizations and communication more generally.",202501,Japanese,Undergrad,1,Lindsay Yotsukura,15,15,0,0
JAPN386,Experiential Learning,"Prerequisite: Must have a Learning Proposal approved by the Office of Experiential Learning Programs, faculty sponsor, and student's internship sponsor.
Restriction: Junior standing or higher.",202501,Japanese,Undergrad,0,,0,0,0,0
JAPN345,Mapping Premodern Japan,"Credit only granted for: JAPN498M, JAPN498T, or JAPN345.
Formerly: JAPN498T and JAPN498M.",202501,Japanese,Undergrad,1,Jyana Browne,25,25,0,0
JAPN102,Elementary Japanese II,Prerequisite: Minimum grade of C- in JAPN101; or appropriate World Language Placement Test (WLPT) score.,202501,Japanese,Undergrad,3,Makiko Inoue; Sanshiroh Ogawa; Mari Hamada,45,45,0,0
JAPN499,Directed Study in Japanese,,202501,Japanese,Undergrad,0,,0,0,0,0
JAPN302,Advanced Japanese II,Prerequisite: Minimum grade of C- in JAPN301; or permission of instructor.,202501,Japanese,Undergrad,1,Mari Hamada,15,15,0,0
JAPN311,Traditional Japanese Language and Culture,Prerequisite: Minimum grade of C- in JAPN202; or permission of instructor.,202501,Japanese,Undergrad,1,Jyana Browne,15,15,0,0
JAPN202,Intermediate Japanese II,Prerequisite: Minimum grade of C- in JAPN201; or appropriate World Language Placement Test (WLPT) score.,202501,Japanese,Undergrad,2,Kumiko Akikawa,30,30,0,0
BUMK759,Independent Study in Marketing,,202501,Marketing,Grad,0,,0,0,0,0
BUMK744,Marketing Research and Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758L or BUMK744.
Formerly: BUMK758L.",202501,Marketing,Grad,1,Bruno Jacobs,0,0,0,0
BUMK747,CRM Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.
Credit only granted for: BUMK758R or BUMK747.
Formerly: BUMK758R.",202501,Marketing,Grad,1,Daniel McCarthy,0,0,0,0
BUMK746,Data Science for Customer Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758W or BUMK746.
Formerly: BUMK758W.",202501,Marketing,Grad,1,Liye Ma,0,0,0,0
BUMK770,Retail Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758M or BUMK770.
Formerly: BUMK758M.",202501,Marketing,Grad,1,Jie Zhang,0,0,0,0
BUMK766,Digital Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758N or BUMK766.
Formerly: BUMK758N.",202501,Marketing,Grad,1,Michael Trusov,0,0,0,0
BUMK776,Action Learning Project,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758Q or BUMK776.
Formerly: BUMK758Q.",202501,Marketing,Grad,1,Liye Ma,0,0,0,0
HBUS105,The Future of Analysis: Making Data Driven Decisions in Business,Prerequisite: HBUS100.,202501,Interdisciplinary Business Honors,Undergrad,1,Lauren Rhue,65,65,0,1
HBUS205,Capstone in Interdisciplinary Business,"Prerequisite: HBUS100, HBUS105, and HBUS200.
Restriction: Must be in the Interdisciplinary Business Honors Program.",202501,Interdisciplinary Business Honors,Undergrad,1,David Kirsch; Joseph Bailey,60,60,0,0
TLPL251,"Community, Learners, and Classroom Climate",Additional information: This course has a field component in a local elementary school.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Karen Rehder,36,36,0,0
TLPL744,Research Foundations of Second Language Education: Examining Linguistically Diverse Student Learning,"Credit only granted for: EDCI735 or TLPL744.
Formerly: EDCI735.",202501,"Teaching and Learning, Policy and Leadership",Grad,2,Amanda Cataneo; Melinda Martin-Beltran,40,40,0,0
TLPL210,Childhood Reimagined: Learning In and Out of Schools,"Credit only granted for: TLPL288K or TLPL210.
Formerly: TLPL288K.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Kellie Rolstad,60,60,0,0
TLPL478C,Professional Seminar in Education; Professional Seminar in Education: English,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Peggy Wilson,35,35,0,0
TLPL683,Sociology of Education,"Credit only granted for: TLPL683 or EDPS613.
Formerly: EDPS613.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Claudia Galindo,20,20,0,0
TLPL791,Qualitative Research I: Design and Fieldwork,"Prerequisite: EDCI790.
Credit only granted for: EDCI791 or TLPL791.
Formerly: EDCI791.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Reka Barton,18,18,0,0
TLPL441,Methods for Teaching Multilingual Learners,"Credit only granted for: EDCI434 or TLPL441.
Formerly: EDCI434.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Sarah Moore,24,24,0,0
TLPL898,Pre-Candidacy Research,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL461,"Materials and Instruction for Creating Skilled and Motivated Readers, Part II","Prerequisite: TLPL361 and TLPL460.
Corequisite: TLPL312, EDCI342, TLPL321, and TLPL362.
Restriction: Minimum cumulative GPA of 2.75; and permission of EDUC-Teaching and Learning, Policy and Leadership department; and must be in Elementary Education program.
Credit only granted for: EDCI462 or TLPL461.
Formerly: EDCI462.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Instructor: TBA,25,25,0,0
TLPL477,"Teaching Academically, Culturally, and Linguistically Diverse Students in Middle School and Secondary Education","Restriction: Must be in the teacher education program; or permission of EDUC-Teaching and Learning, Policy and Leadership department.
Credit only granted for: TLPL488B or TLPL477.
Formerly: TLPL488B.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Jennifer McCatharn,25,25,0,0
TLPL498,Special Problems in Education,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,0,,0,0,0,0
TLPL660,Foundations of Literacy and Biliteracy Development,"Prerequisite: TLPL665.
Credit only granted for: EDCI636 or TLPL660.
Formerly: EDCI636.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Shenika Hankerson,15,15,0,0
TLPL489L,Internship in Education; Agriculture,Students must pay a $350 lab fee.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Melissa Welsh,5,5,0,0
TLPL699,Master's Seminar,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL362,Curriculum and Instruction in Elementary Education: Social Studies,"Corequisite: EDCI362, TLPL361, EDCI489, and TLPL306.
Restriction: Must be in Elementary Education program; and minimum cumulative GPA of 2.75; Or permission of EDUC-Teaching and Learning, Policy and Leadership department.
Credit only granted for: EDCI322 or TLPL362.
Formerly: EDCI322.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Joann Kang; Lisa Eaker; Elizabeth Crooks,72,72,0,0
TLPL698,Conducting Research on Teaching; Conducting Research on Teaching,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Theresa Robinson,25,25,0,0
TLPL677,Reframing Teacher Professionalism: Achieving Teacher Leadership,"Credit only granted for: EDCI682 or TLPL677.
Formerly: EDCI682.",202501,"Teaching and Learning, Policy and Leadership",Grad,2,Gianna Fogelbach; Keisha Allen,40,40,0,0
TLPL788M,Special Topics in Education; Research Development Workshop,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Claudia Galindo,15,15,0,0
TLPL688L,Special Topics in Education; Abstract Algebra: Teaching and Learning of Algebra,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Janet Walkoe,20,20,0,0
TLPL476,Equity and Pedagogy,"Prerequisite: TLPL475.
Corequisite: TLPL424 and EDCI460.
Restriction: Minimum cumulative GPA of 2.75; and must be in one of the following programs (Middle School Education; Early Childhood Education; Elementary Education; Secondary Educ: Science; Secondary Educ: English Language Arts; Secondary Educ: Mathematics; Secondary Educ: Foreign Languages; Secondary Educ: Social Studies; Physical Education; Music Education; Secondary Educ: Art; Special Education).
Credit only granted for: EDCI425 or TLPL476.
Formerly: EDCI425.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Carla Blackwell,20,20,0,0
TLPL437,Studio Processes and Materials: 3D,"Restriction: Must be in Secondary Educ: Art program; or must be a Pre-Art Education Major.
Credit only granted for: EDCI407 or EDCI437.
Formerly: EDCI407.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Katherine Coogan,25,25,0,0
TLPL899,Doctoral Dissertation Research,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL102,Inquiry Teaching of STEM in Middle School,"Prerequisite: Must have completed TLPL101.
Additional information: Attendance at each class session will be vital to student success in the course. To complete the observations and lessons, students must allow a three hour block of time during the local middle school operational hours from 7:45 am to 3:15 pm. A background check is required.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,2,Anita Sanyal; Sarah Henson-Darko,48,48,0,0
TLPL285,"Decolonizing Climate Change Education: Fostering Inclusivity, Equity, and Holistic Understandings","In this course, we investigate how climate science is measured, understood, communicated, and taught through Eurocentric and Indigenous lenses to situate climate change education at the nexus of socio-cultural and environmental justice. This course welcomes participants with varying levels of experience and expertise in the subject matter, ensuring an inclusive learning environment suitable for beginners and those with a more advanced understanding of the concepts involved. The curriculum is structured to accommodate a broad range of backgrounds, providing a valuable educational experience for everyone, regardless of prior familiarity with the concepts.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Amy Green,60,60,0,0
TLPL489A,Internship in Education; Internship in Education: Art,Students must pay a $350.00 lab fee.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Katherine Coogan,18,18,0,0
TLPL790,Seminar in Mixed Methods Research in Education,"Prerequisite: EDMS646; and (EDCI791 or EDHI700); and permission of EDUC-Teaching and Learning, Policy and Leadership department.
Recommended: EDCI792.
Credit only granted for: EDCI775 or TLPL790.
Formerly: EDCI775.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Andrew Brantlinger,20,20,0,0
TLPL728,Research Seminar in Mathematics and Science Education,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Andrew Elby,25,25,0,0
TLPL478B,Professional Seminar in Education; Professional Seminar in Education: Social Studies,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Alison Jovanovic,15,15,0,0
TLPL641,"Reading, Cognition, and Instruction: Reading in the Content Areas I","Credit only granted for: EDCI625 or TLPL641.
Formerly: EDCI625.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Ying Alice Zhang,15,15,0,0
TLPL657,Cross-Cultural Communication and Multilingual Learners,"Credit only granted for: EDCI633 or TLPL657.
Formerly: EDCI633.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Monica Obiri-Yeboah,25,25,0,0
TLPL712,Foundations of Mathematics Education III: Curriculum,"Prerequisite: Admitted to Mathematics Education Doctoral Program; or permission of EDUC-Teaching and Learning, Policy and Leadership department.
Credit only granted for: EDCI753 or TLPL712.
Formerly: EDCI753.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Daniel Chazan,20,20,0,0
TLPL342,Promoting Skilled and Motivated Readers in Diverse Elementary Classrooms (Part 1),"Corequisite: TLPL362, TLPL361, TLPL332, and TLPL479.
Restriction: Must be in the Elementary Education program; and permission of EDUC-Teaching and Learning, Policy and Leadership.
Credit only granted for: TLPL488L or TLPL342.
Formerly: TLPL488L.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Olivia Saracho; Ayanna Baccus; Shannon Kane,71,71,0,0
TLPL305A,Curriculum and Instruction Cluster,Restriction: This is for Seniors only.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Instructor: TBA,78,78,0,0
TLPL250,Historical and Philosophical Perspectives on Education,"Credit only granted for: EDPS210 or TLPL250.
Formerly: EDPS210.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,4,Chelsea Stolt; Stephanie Chou; Judson Haynes; Lisa Eaker,120,120,0,0
TLPL478I,Professional Seminar in Education; Elementary Education,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Stacy Currie,60,60,0,0
TLPL888,Apprenticeship in Education,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL689,Internship in Education; Teaching Internship,,202501,"Teaching and Learning, Policy and Leadership",Grad,2,Theresa Robinson; Antonio Perez Belda,30,30,0,0
TLPL332,Arts Integration in Elementary Classrooms,"Corequisite: TLPL362, EDCI362, TLPL361, and EDCI489.
Restriction: Must be in Elementary Education program; and minimum cumulative GPA of 2.75; Or permission of EDUC-Teaching and Learning, Policy and Leadership department.
Credit only granted for: TLPL306 or TLPL332.
Formerly: TLPL306.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Instructor: TBA,72,72,0,0
TLPL298,Special Problems in Education,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,0,,0,0,0,0
TLPL670,Economics of Education,"Credit only granted for: EDPS615 or TLPL670.
Formerly: EDPS615.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Jing Liu,20,20,0,1
TLPL288E,Special Problems in Education; Developmental Heuristics,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Sharon Vanwright,150,150,0,0
TLPL646,Linguistics in Education,Provides teachers and educational researchers with the theoretical and technical knowledge of linguistics necessary to engage effectively in their fields.,202501,"Teaching and Learning, Policy and Leadership",Grad,1,John Chi,25,25,0,0
TLPL489F,Internship in Education; Internship in Education: Science,Students must pay a $350.00 lab fee.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Tranae Johnson,20,20,0,0
TLPL788F,Special Topics in Education; Self Study in Teaching and Teacher Ed,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Keisha Allen,20,20,0,0
TLPL479V,Field Experiences in Education; Elementary Education Internship,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Instructor: TBA,90,90,0,0
TLPL288P,Special Problems in Education; Experiential Learning of Geoscience:An Agency and school Visit Experience,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Candice Duncan,15,15,0,0
TLPL708A,"Special Topics in Technology, Learning & Leadership",,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Sarah McGrew,10,10,0,0
TLPL788G,Special Topics in Education; Critical Race Theory,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Rossina Liu,20,20,0,0
TLPL489G,Internship in Education; Internship in Education: Elementary Education Residency,Students must pay a $350.00 lab fee.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Tracy Dunheimer; Brooke Dalesio; Deborah Lewin,78,78,0,0
TLPL407,"Teaching and Learning Mathematics in the Elementary School, Part 2",Credit only granted for: TLPL488G or TLPL407.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Carolina Napp-Avelli,25,25,0,0
TLPL478D,Professional Seminar in Education; Professional Seminar in Education: Mathematics,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Instructor: TBA,10,10,0,0
TLPL702,Theories of Learning and Leadership with Technology,"Credit only granted for: EDCI788Q or TLPL702.
Formerly: EDCI788Q.
Additional information: Priority will be given to students in the Technology Learning and Leadership specialization.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Instructor: TBA,20,20,0,0
TLPL651,Leadership in Schoolwide Reading Program,"Restriction: Permission of EDUC-Teaching and Learning, Policy and Leadership department.
Credit only granted for: EDCI666 or TLPL651.
Formerly: EDCI666.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Jennifer Turner,25,25,0,0
TLPL344,Culturally Responsive Language and Literacy Instruction in Diverse Elementary Classrooms,"Corequisite: TLPL300, TLPL478, and TLPL489.
Restriction: Must be in the Elementary Education program; and permission of EDUC-Teaching and Learning, Policy and Leadership.
Credit only granted for: TLPL488I or TLPL 344.
Formerly: TLPL488I.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Ayanna Baccus; Kerry Alexander; Shannon Kane,78,78,0,0
TLPL671,Education Policy Analysis,"Credit only granted for: EDPS620 or TLPL671.
Formerly: EDPS620.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Meghan Comstock,20,20,0,0
TLPL489K,Internship in Education; World Language,Please add a BPO to this course,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Antonio Perez Belda,12,12,0,0
TLPL889,Internship in Education,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL489,Internship in Education,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,0,,0,0,0,0
TLPL799,Master's Thesis Research,,202501,"Teaching and Learning, Policy and Leadership",Grad,0,,0,0,0,0
TLPL478K,Professional Seminar in Education; World Languages,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Antonio Perez Belda,12,12,0,0
TLPL424,Interdisciplinary Teaching in the Middle Grades II,"Prerequisite: EDCI360 and TLPL423.
Corequisite: TLPL476 and EDCI460.
Restriction: Minimum cumulative GPA of 2.5; and must be in the Middle School Teacher Education Program.
Credit only granted for: EDCI414 or TLPL424.
Formerly: EDCI414.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Angela Stoltz,15,15,0,0
TLPL691,Research Methods,"Credit only granted for: EDCI685 or TLPL691.
Formerly: EDCI685.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Wayne Slater,25,25,0,0
TLPL453,Life in Two Languages: Understanding Bilingual Communities and Individuals,"Overview of society and individual multilingualism. Topics include diglossia, language shift, codeswitching, bilingual first language acquisition, language attrition, dual language education policy and practice.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Jeff MacSwan,30,30,0,1
TLPL489D,Internship in Education; Internship in Education: Mathematics,Students must pay a $350.00 lab fee.,202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Instructor: TBA,10,10,0,0
TLPL668,Developing a Professional Portfolio,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Amy Green,20,20,0,0
TLPL687,Politics of Education,"Credit only granted for: EDPS614 or TLPL687.
Formerly: EDPL614.",202501,"Teaching and Learning, Policy and Leadership",Grad,1,Meghan Comstock,20,20,0,0
TLPL478G,Professional Seminar in Education; Elementary Education,,202501,"Teaching and Learning, Policy and Leadership",Undergrad,3,Tracy Dunheimer; Brooke Dalesio; Deborah Lewin,78,78,0,0
TLPL788Q,Special Topics in Education; Seminar in Teacher Education and Professional Development,,202501,"Teaching and Learning, Policy and Leadership",Grad,1,Cesar Guitunga,20,20,0,0
TLPL740,Language and Education,"Credit only granted for: EDCI730 or TLPL740.
Formerly: EDCI730.",202501,"Teaching and Learning, Policy and Leadership",Grad,2,Laura Mahalingappa; Jeff MacSwan,40,40,0,0
TLPL254,"Grand Challenges in Education: Democracy, Inequality, and Schooling","This Big Questions course explores the grandest challenges faced by today's public schools and asks: How do schools shape democracy and inequality in the U.S.? At the conclusion of this course, students will propose practical educational policy recommendations aimed at addressing its big question.",202501,"Teaching and Learning, Policy and Leadership",Undergrad,1,Sarah Moore,60,60,0,0
